"satuan_kerja_id","satuan_kerja_nama","lv0_jabatan_id","lv0_jabatan_nama","lv0_eselon_nm","lv1_unit_kerja_id","lv1_unit_kerja_nama","lv1_jabatan_id","lv1_jabatan_nama","lv1_eselon_nm","lv2_unit_kerja_id","lv2_unit_kerja_nama","lv2_jabatan_id","lv2_jabatan_nama","lv2_eselon_nm","lv3_unit_kerja_id","lv3_unit_kerja_nama","lv3_jabatan_id","lv3_jabatan_nama","lv3_eselon_nm","lv4_unit_kerja_id","lv4_unit_kerja_nama","lv4_jabatan_id","lv4_jabatan_nama","lv4_eselon_nm","lv5_unit_kerja_id","lv5_unit_kerja_nama","lv5_jabatan_id","lv5_jabatan_nama","lv5_eselon_nm","lv6_unit_kerja_id","lv6_unit_kerja_nama","lv6_jabatan_id","lv6_jabatan_nama","lv6_eselon_nm","lv7_unit_kerja_id","lv7_unit_kerja_nama","lv7_jabatan_id","lv7_jabatan_nama","lv7_eselon_nm","level","unit_kerja_kode","id","parent_id","jabatan_id","eselon_nm","kode_unit_kerja","eselon_id","jabatan_nama","unit_kerja_nama","gol_id_minimum","alamat","latitude","longitude","m_kabkot_id","nama_kota","unit_kerja_id_baru","status","unit_kerja_aktif_mulai","unit_kerja_aktif_selesai","kode_jabatan"
"17","DINAS TENAGA KERJA DAN TRANSMIGRASI","34947","KEPALA DINAS TENAGA KERJA DAN TRANSMIGRASI","II.a","719","BIDANG PENGEMBANGAN KAWASAN TRANSMIGRASI, DAERAH TERTINGGAL DAN DAERAH TERTENTU","35022","KEPALA BIDANG PENGEMBANGAN KAWASAN TRANSMIGRASI, DAERAH TERTINGGAL DAN DAERAH TERTENTU","III.a","721","SEKSI EVALUASI PERKEMBANGAN PERMUKIMAN KAWASAN TRANSMIGRASI DAN SARANA PRASARANA DAERAH TERTINGGAL SERTA DAERAH TERTENTU","35035","KEPALA SEKSI EVALUASI PERKEMBANGAN PERMUKIMAN KAWASAN TRANSMIGRASI DAN SARANA PRASARANA DAERAH TERTINGGAL SERTA DAERAH TERTENTU","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"721","719","35035","IV.a","100806020000",41,"KEPALA SEKSI EVALUASI PERKEMBANGAN PERMUKIMAN KAWASAN TRANSMIGRASI DAN SARANA PRASARANA DAERAH TERTINGGAL SERTA DAERAH TERTENTU","SEKSI EVALUASI PERKEMBANGAN PERMUKIMAN KAWASAN TRANSMIGRASI DAN SARANA PRASARANA DAERAH TERTINGGAL SERTA DAERAH TERTENTU",133,"JL. R.A. KARTINI NO. 98 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","487","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","33501","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","III.b","957","SMA NEGERI 2 MORI ATAS KAB. MOROWALI UTARA","34163","KEPALA SMA NEGERI 2 MORI ATAS KAB. MOROWALI UTARA",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","957","487","34163",,"102809320000",,"KEPALA SMA NEGERI 2 MORI ATAS KAB. MOROWALI UTARA","SMA NEGERI 2 MORI ATAS KAB. MOROWALI UTARA",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","1","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","34132","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","II.a","9","BIRO KESEJAHTERAAN RAKYAT","34118","KEPALA BIRO KESEJAHTERAAN RAKYAT","II.b","51","BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR","34113","KEPALA BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR","III.a","52","SUB BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR I","34112","KEPALA SUB BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR I","IV.a",,,,,,,,,,,,,,,,4,,"52","51","34112","IV.a","100101020201",41,"KEPALA SUB BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR I","SUB BAGIAN KESEJAHTERAAN RAKYAT NON PELAYANAN DASAR I",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"12","DINAS KESEHATAN","34343","KEPALA DINAS KESEHATAN","II.a","998","UPT RUMAH SAKIT MADANI PALU","34406","KEPALA UPT RUMAH SAKIT MADANI PALU","III.a","15","BIDANG PENUNJANG PELAYANAN","38708","KEPALA BIDANG PENUNJANG PELAYANAN","III.b","16","SEKSI PENUNJANG MEDIS","38709","KEPALA SEKSI PENUNJANG MEDIS","IV.a",,,,,,,,,,,,,,,,,,,,,3,,"16","15","38709","IV.a","100310030100",41,"KEPALA SEKSI PENUNJANG MEDIS","SEKSI PENUNJANG MEDIS",133,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,
"25","DINAS PERHUBUNGAN","33482","KEPALA DINAS PERHUBUNGAN","II.a","422","BIDANG LALU LINTAS JALAN","33486","KEPALA BIDANG LALU LINTAS JALAN","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"422","25","33486","III.a","101602000000",31,"KEPALA BIDANG LALU LINTAS JALAN","BIDANG LALU LINTAS JALAN",141,"JL. R.A. KARTINI NO.35 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","582","SMK NEGERI PARIWISATA PARIGATA PARIGI KAB. PARIGI MOUTONG","33700","KEPALA SMK NEGERI PARIWISATA PARIGATA PARIGI KAB. PARIGI MOUTONG",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","582","481","33700",,"102807620000",,"KEPALA SMK NEGERI PARIWISATA PARIGATA PARIGI KAB. PARIGI MOUTONG","SMK NEGERI PARIWISATA PARIGATA PARIGI KAB. PARIGI MOUTONG",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"33","DINAS PERKEBUNAN DAN PETERNAKAN","37689","KEPALA DINAS PERKEBUNAN DAN PETERNAKAN","II.a","894","UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN","36579","KEPALA UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"894","33","36579","III.a","102607000000",31,"KEPALA UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN","UPT PENGAWASAN MUTU DAN SERTIFIKASI BENIH PERKEBUNAN",141,"JL. R.A. KARTINI NO.25 & 31 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","487","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","33501","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","III.b","963","SMK NEGERI 1 LEMBO RAYA KAB. MOROWALI UTARA","34169","KEPALA SMK NEGERI 1 LEMBO RAYA KAB. MOROWALI UTARA",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","963","487","34169",,"102809380000",,"KEPALA SMK NEGERI 1 LEMBO RAYA KAB. MOROWALI UTARA","SMK NEGERI 1 LEMBO RAYA KAB. MOROWALI UTARA",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","1","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","34132","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","II.a","2","BIRO PEMERINTAHAN DAN OTONOMI DAERAH","34131","KEPALA BIRO PEMERINTAHAN DAN OTONOMI DAERAH","II.b","3","BAGIAN PEMERINTAHAN","34130","KEPALA BAGIAN PEMERINTAHAN","III.a","39","SUB BAGIAN TATA USAHA","34127","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,4,,"39","3","34127","IV.a","100101010103",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","555","SMA NEGERI 1 PARIGI TENGAH KAB. PARIGI MOUTONG","33672","KEPALA SMA NEGERI 1 PARIGI TENGAH KAB. PARIGI MOUTONG",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","555","481","33672",,"102807350000",,"KEPALA SMA NEGERI 1 PARIGI TENGAH KAB. PARIGI MOUTONG","SMA NEGERI 1 PARIGI TENGAH KAB. PARIGI MOUTONG",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","558","SMA NEGERI 1 AMPIBABO KAB. PARIGI MOUTONG","33675","KEPALA SMA NEGERI 1 AMPIBABO KAB. PARIGI MOUTONG","IV.b",,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","558","481","33675","IV.b","102807380000",42,"KEPALA SMA NEGERI 1 AMPIBABO KAB. PARIGI MOUTONG","SMA NEGERI 1 AMPIBABO KAB. PARIGI MOUTONG",132,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"25","DINAS PERHUBUNGAN","33482","KEPALA DINAS PERHUBUNGAN","II.a","427","SEKRETARIAT","33483","SEKRETARIS","III.a","428","SUB BAGIAN KEPEGAWAIAN DAN UMUM","33484","KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"428","427","33484","IV.a","101601020000",41,"KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","SUB BAGIAN KEPEGAWAIAN DAN UMUM",133,"JL. R.A. KARTINI NO.35 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1061","SMK NEGERI 1 BANGGAI KAB. BANGGAI LAUT","34222","KEPALA SMK NEGERI 1 BANGGAI KAB. BANGGAI LAUT",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","1061","489","34222",,"102810530000",,"KEPALA SMK NEGERI 1 BANGGAI KAB. BANGGAI LAUT","SMK NEGERI 1 BANGGAI KAB. BANGGAI LAUT",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"33","DINAS PERKEBUNAN DAN PETERNAKAN","37689","KEPALA DINAS PERKEBUNAN DAN PETERNAKAN","II.a","882","UPT BALAI PERBENIHAN TANAMAN PERKEBUNAN","36599","KEPALA UPT BALAI PERBENIHAN TANAMAN PERKEBUNAN","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"UPTD Tipe A","882","33","36599","III.a","102610000000",31,"KEPALA UPT BALAI PERBENIHAN TANAMAN PERKEBUNAN","UPT BALAI PERBENIHAN TANAMAN PERKEBUNAN",141,"JL. R.A. KARTINI NO.25 & 31 PALU",,,,,,1,,,
"33","DINAS PERKEBUNAN DAN PETERNAKAN","37689","KEPALA DINAS PERKEBUNAN DAN PETERNAKAN","II.a","882","UPT BALAI PERBENIHAN TANAMAN PERKEBUNAN","36599","KEPALA UPT BALAI PERBENIHAN TANAMAN PERKEBUNAN","III.a","885","SUB BAGIAN TATA USAHA","36603","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"885","882","36603","IV.a","102610100000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. R.A. KARTINI NO.25 & 31 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","1","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","34132","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","II.a","2","BIRO PEMERINTAHAN DAN OTONOMI DAERAH","34131","KEPALA BIRO PEMERINTAHAN DAN OTONOMI DAERAH","II.b","6","BAGIAN OTONOMI DAERAH","34126","KEPALA BAGIAN OTONOMI DAERAH","III.a",,,,,,,,,,,,,,,,,,,,,3,,"6","2","34126","III.a","100101010200",31,"KEPALA BAGIAN OTONOMI DAERAH","BAGIAN OTONOMI DAERAH",141,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"48","INSPEKTORAT DAERAH","33591","INSPEKTUR DAERAH","II.a","237","INSPEKTUR PEMBANTU WILAYAH I","34003","INSPEKTUR PEMBANTU WILAYAH I","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"237","48","34003","III.a","103702000000",31,"INSPEKTUR PEMBANTU WILAYAH I","INSPEKTUR PEMBANTU WILAYAH I",141,"JL. DEWI SARTIKA NO.47 PALU",,,,,,1,,,
"33","DINAS PERKEBUNAN DAN PETERNAKAN","37689","KEPALA DINAS PERKEBUNAN DAN PETERNAKAN","II.a","929","SEKRETARIAT","36556","SEKRETARIS","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"929","33","36556","III.a","102601000000",31,"SEKRETARIS","SEKRETARIAT",141,"JL. R.A. KARTINI NO.25 & 31 PALU",,,,,,1,,,
"12","DINAS KESEHATAN","34343","KEPALA DINAS KESEHATAN","II.a","998","UPT RUMAH SAKIT MADANI PALU","34406","KEPALA UPT RUMAH SAKIT MADANI PALU","III.a","15","BIDANG PENUNJANG PELAYANAN","38708","KEPALA BIDANG PENUNJANG PELAYANAN","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"15","998","38708","III.b","100310030000",32,"KEPALA BIDANG PENUNJANG PELAYANAN","BIDANG PENUNJANG PELAYANAN",134,"JL. R.A. KARTINI, NO.11 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","568","SMA NEGERI 1 BALINGGI KAB. PARIGI MOUTONG","33686","KEPALA SMA NEGERI 1 BALINGGI KAB. PARIGI MOUTONG","IV.b",,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","568","481","33686","IV.b","102807480000",42,"KEPALA SMA NEGERI 1 BALINGGI KAB. PARIGI MOUTONG","SMA NEGERI 1 BALINGGI KAB. PARIGI MOUTONG",132,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"4","BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH","33412","KEPALA BADAN PENGELOLAAN KEUANGAN DAN ASET DAERAH","II.a","221","BIDANG PERBENDAHARAAN","33547","KEPALA BIDANG PERBENDAHARAAN","III.a","223","SUB BIDANG BELANJA LANGSUNG","33549","KEPALA SUB BIDANG BELANJA LANGSUNG","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"223","221","33549","IV.a","103304020000",41,"KEPALA SUB BIDANG BELANJA LANGSUNG","SUB BIDANG BELANJA LANGSUNG",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","546","SMK NEGERI 1 BALAESANG KAB. DONGGALA","33663","KEPALA SMK NEGERI 1 BALAESANG KAB. DONGGALA",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","546","481","33663",,"102807250000",,"KEPALA SMK NEGERI 1 BALAESANG KAB. DONGGALA","SMK NEGERI 1 BALAESANG KAB. DONGGALA",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"33","DINAS PERKEBUNAN DAN PETERNAKAN","37689","KEPALA DINAS PERKEBUNAN DAN PETERNAKAN","II.a","886","UPT VETERINER","36591","KEPALA UPT VETERINER","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"UPTD Tipe A","886","33","36591","III.a","102609000000",31,"KEPALA UPT VETERINER","UPT VETERINER",141,"JL. R.A. KARTINI NO.25 & 31 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","573","SMK NEGERI 1 TAOPA KAB. PARIGI MOUTONG","33691","KEPALA SMK NEGERI 1 TAOPA KAB. PARIGI MOUTONG",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","573","481","33691",,"102807530000",,"KEPALA SMK NEGERI 1 TAOPA KAB. PARIGI MOUTONG","SMK NEGERI 1 TAOPA KAB. PARIGI MOUTONG",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","481","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","33639","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH II KAB. DONGGALA DAN KAB. PARIGI MOUTONG","III.b","585","SMA NEGERI 1 PARIGI BARAT KAB. PARIGI MOUTONG","33703","KEPALA SMA NEGERI 1 PARIGI BARAT KAB. PARIGI MOUTONG",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","585","481","33703",,"102807650000",,"KEPALA SMA NEGERI 1 PARIGI BARAT KAB. PARIGI MOUTONG","SMA NEGERI 1 PARIGI BARAT KAB. PARIGI MOUTONG",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"13","DINAS BINA MARGA DAN TATA RUANG","33455","KEPALA DINAS BINA MARGA DAN PENATAAN RUANG","II.a","390","BIDANG PENATAAN RUANG","33460","KEPALA BIDANG PENATAAN RUANG","III.a","391","SEKSI PEMANFAATAN RUANG","33461","KEPALA SEKSI PEMANFAATAN RUANG","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"391","390","33461","IV.a","100405010000",41,"KEPALA SEKSI PEMANFAATAN RUANG","SEKSI PEMANFAATAN RUANG",133,"JL. TOWUA, NO. 85 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","1","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","34132","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","II.a","2","BIRO PEMERINTAHAN DAN OTONOMI DAERAH","34131","KEPALA BIRO PEMERINTAHAN DAN OTONOMI DAERAH","II.b","6","BAGIAN OTONOMI DAERAH","34126","KEPALA BAGIAN OTONOMI DAERAH","III.a","41","SUB BAGIAN PENGEMBANGAN OTONOMI DAERAH DAN PENATAAN URUSAN","34124","KEPALA SUB BAGIAN PENGEMBANGAN OTONOMI DAERAH DAN PENATAAN URUSAN","IV.a",,,,,,,,,,,,,,,,4,,"41","6","34124","IV.a","100101010202",41,"KEPALA SUB BAGIAN PENGEMBANGAN OTONOMI DAERAH DAN PENATAAN URUSAN","SUB BAGIAN PENGEMBANGAN OTONOMI DAERAH DAN PENATAAN URUSAN",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","473","UPTD KESATUAN PENGELOLAAN HUTAN PULAU PELING","33423","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN PULAU PELING","III.b","478","SUB BAGIAN TATA USAHA","33426","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"478","473","33426","IV.a","101914010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"33","DINAS PERKEBUNAN DAN PETERNAKAN","37689","KEPALA DINAS PERKEBUNAN DAN PETERNAKAN","II.a","929","SEKRETARIAT","36556","SEKRETARIS","III.a","930","SUB BAGIAN KEPEGAWAIAN DAN UMUM","36559","KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"930","929","36559","IV.a","102601020000",41,"KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","SUB BAGIAN KEPEGAWAIAN DAN UMUM",133,"JL. R.A. KARTINI NO.25 & 31 PALU",,,,,,1,,,
"48","INSPEKTORAT DAERAH","33591","INSPEKTUR DAERAH","II.a","234","SEKRETARIAT","33590","SEKRETARIS","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"234","48","33590","III.a","103701000000",31,"SEKRETARIS","SEKRETARIAT",141,"JL. DEWI SARTIKA NO.47 PALU",,,,,,1,,,
"7","BADAN RISET DAN INOVASI DAERAH","33447","KEPALA BADAN RISET DAN INOVASI DAERAH","II.a","260","SEKRETARIAT","33452","KEPALA SEKRETARIAT","III.a","262","SUB BAGIAN KEPEGAWAIAN DAN UMUM","33454","KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"262","260","33454","IV.a","103901020000",41,"KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","SUB BAGIAN KEPEGAWAIAN DAN UMUM",133,"JL. GARUDA, NO 30 A PALU",,,,,,1,,,
"17","DINAS TENAGA KERJA DAN TRANSMIGRASI","34947","KEPALA DINAS TENAGA KERJA DAN TRANSMIGRASI","II.a","726","UPT PENGAWASAN KETENAGAKERJAAN WILAYAH I","35271","KEPALA UPT PENGAWASAN KETENAGAKERJAAN WILAYAH I","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"UPTD Tipe A","726","17","35271","III.a","100808000000",31,"KEPALA UPT PENGAWASAN KETENAGAKERJAAN WILAYAH I","UPT PENGAWASAN KETENAGAKERJAAN WILAYAH I",141,"JL. R.A. KARTINI NO. 98 PALU",,,,,,1,,,
"48","INSPEKTORAT DAERAH","33591","INSPEKTUR DAERAH","II.a","234","SEKRETARIAT","33590","SEKRETARIS","III.a","236","SUB BAGIAN KEPEGAWAIAN DAN UMUM","34002","KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"236","234","34002","IV.a","103701020000",41,"KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","SUB BAGIAN KEPEGAWAIAN DAN UMUM",133,"JL. DEWI SARTIKA NO.47 PALU",,,,,,1,,,
"14","DINAS CIPTA KARYA DAN SUMBER DAYA AIR","33805","KEPALA DINAS CIPTA KARYA DAN SUMBER DAYA AIR","II.a","682","UPT SISTEM PENGELOLAAN AIR MINUM DAERAH","33837","KEPALA UPT SISTEM PENGELOLAAN AIR MINUM DAERAH","III.b","683","SUB BAGIAN TATA USAHA","33839","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"683","682","33839","IV.a","100506010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. PROF. MOH. YAMIN NO.33 PALU",,,,,,1,,,
"25","DINAS PERHUBUNGAN","33482","KEPALA DINAS PERHUBUNGAN","II.a","411","UPT PENGELOLAAN PRASARANA PERHUBUNGAN","33495","KEPALA UPT PENGELOLAAN PRASARANA PERHUBUNGAN","III.b","415","SUB BAGIAN TATA USAHA","33498","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"415","411","33498","IV.a","101605010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. R.A. KARTINI NO.35 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","487","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","33501","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH IV KAB. MOROWALI DAN KAB. MOROWALI UTARA","III.b","945","SLB NEGERI KTM MOROWALI KAB. MOROWALI","34151","KEPALA SLB NEGERI KTM MOROWALI KAB. MOROWALI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SLB","945","487","34151",,"102809200000",,"KEPALA SLB NEGERI KTM MOROWALI KAB. MOROWALI","SLB NEGERI KTM MOROWALI KAB. MOROWALI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","1","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","34132","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","II.a","9","BIRO KESEJAHTERAAN RAKYAT","34118","KEPALA BIRO KESEJAHTERAAN RAKYAT","II.b","55","BAGIAN KESEJAHTERAAN RAKYAT PELAYANAN DASAR","34109","KEPALA BAGIAN KESEJAHTERAAN RAKYAT PELAYANAN DASAR","III.a","56","SUB BAGIAN KESEHATAN","34108","KEPALA SUB BAGIAN KESEHATAN","IV.a",,,,,,,,,,,,,,,,4,,"56","55","34108","IV.a","100101020301",41,"KEPALA SUB BAGIAN KESEHATAN","SUB BAGIAN KESEHATAN",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
