"satuan_kerja_id","satuan_kerja_nama","lv0_jabatan_id","lv0_jabatan_nama","lv0_eselon_nm","lv1_unit_kerja_id","lv1_unit_kerja_nama","lv1_jabatan_id","lv1_jabatan_nama","lv1_eselon_nm","lv2_unit_kerja_id","lv2_unit_kerja_nama","lv2_jabatan_id","lv2_jabatan_nama","lv2_eselon_nm","lv3_unit_kerja_id","lv3_unit_kerja_nama","lv3_jabatan_id","lv3_jabatan_nama","lv3_eselon_nm","lv4_unit_kerja_id","lv4_unit_kerja_nama","lv4_jabatan_id","lv4_jabatan_nama","lv4_eselon_nm","lv5_unit_kerja_id","lv5_unit_kerja_nama","lv5_jabatan_id","lv5_jabatan_nama","lv5_eselon_nm","lv6_unit_kerja_id","lv6_unit_kerja_nama","lv6_jabatan_id","lv6_jabatan_nama","lv6_eselon_nm","lv7_unit_kerja_id","lv7_unit_kerja_nama","lv7_jabatan_id","lv7_jabatan_nama","lv7_eselon_nm","level","unit_kerja_kode","id","parent_id","jabatan_id","eselon_nm","kode_unit_kerja","eselon_id","jabatan_nama","unit_kerja_nama","gol_id_minimum","alamat","latitude","longitude","m_kabkot_id","nama_kota","unit_kerja_id_baru","status","unit_kerja_aktif_mulai","unit_kerja_aktif_selesai","kode_jabatan"
"35","DINAS PERINDUSTRIAN DAN PERDAGANGAN","33359","KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN","II.a","89","SEKRETARIAT","33360","SEKRETARIS","III.a","90","SUB BAGIAN PERENCANAAN PROGRAM","33361","KEPALA SUB BAGIAN PROGRAM","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"","90","89","33361","IV.a","101501010000",41,"KEPALA SUB BAGIAN PROGRAM","SUB BAGIAN PERENCANAAN PROGRAM",133,"JL. R.A. KARTINI NO.18 PALU",,,,,,1,,,
"19","DINAS PANGAN","33900","KEPALA DINAS PANGAN","II.a","284","UPT PENGAWASAN, SERTIFIKASI MUTU DAN KEAMANAN PANGAN","33954","KEPALA UPT PENGAWASAN, SERTIFIKASI MUTU DAN KEAMANAN PANGAN","III.b","287","SEKSI PENGAWASAN KEAMANAN PANGAN","33957","KEPALA SEKSI PENGAWASAN KEAMANAN PANGAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"287","284","33957","IV.a","101005030000",41,"KEPALA SEKSI PENGAWASAN KEAMANAN PANGAN","SEKSI PENGAWASAN KEAMANAN PANGAN",133,"JL. PROF. MOH. YAMIN NO. 17 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","365","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI","33513","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI","III.b","371","SMA NEGERI 2 PALU KOTA PALU","33519","KEPALA SMA NEGERI 2 PALU KOTA PALU",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","371","365","33519",,"102806070000",,"KEPALA SMA NEGERI 2 PALU KOTA PALU","SMA NEGERI 2 PALU KOTA PALU",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","965","SEKSI PEMBINAAN SMA","34171","KEPALA SEKSI PEMBINAAN SMA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"965","489","34171","IV.a","102810020000",41,"KEPALA SEKSI PEMBINAAN SMA","SEKSI PEMBINAAN SMA",133,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1052","SLB NEGERI TOILI KAB. BANGGAI","34213","KEPALA SLB NEGERI TOILI KAB. BANGGAI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SLB","1052","489","34213",,"102810440000",,"KEPALA SLB NEGERI TOILI KAB. BANGGAI","SLB NEGERI TOILI KAB. BANGGAI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"23","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA","33330","KEPALA DINAS PEMBERDAYAAN MASYARAKAT DAN DESA","II.a","42","BIDANG PEMBERDAYAAN LEMBAGA KEMASYARAKATAN","33336","KEPALA BIDANG PEMBERDAYAAN LEMBAGA KEMASYARAKATAN","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"42","23","33336","III.a","101204000000",31,"KEPALA BIDANG PEMBERDAYAAN LEMBAGA KEMASYARAKATAN","BIDANG PEMBERDAYAAN LEMBAGA KEMASYARAKATAN",141,"JL. PROF. MOH. YAMIN NO.33 PALU",,,,,,1,,,
"31","DINAS KELAUTAN DAN PERIKANAN","34250","KEPALA DINAS KELAUTAN DAN PERIKANAN","II.a","823","UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH VII","34326","KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH VII","III.b","826","SEKSI KEPELABUHAN","34332","KEPALA SEKSI KEPELABUHAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"","826","823","34332","IV.a","102315030000",41,"KEPALA SEKSI KEPELABUHAN","SEKSI KEPELABUHAN",133,"JL. UNDATA NO.7 PALU",,,,,,1,,,
"23","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA","33330","KEPALA DINAS PEMBERDAYAAN MASYARAKAT DAN DESA","II.a","38","BIDANG PENATAAN DAN PERKEMBANGAN DESA","33334","KEPALA BIDANG PENATAAN DAN PERKEMBANGAN DESA","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"38","23","33334","III.a","101202000000",31,"KEPALA BIDANG PENATAAN DAN PERKEMBANGAN DESA","BIDANG PENATAAN DAN PERKEMBANGAN DESA",141,"JL. PROF. MOH. YAMIN NO.33 PALU",,,,,,1,,,
"35","DINAS PERINDUSTRIAN DAN PERDAGANGAN","33359","KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN","II.a","112","UPTD PENGAWASAN DAN PERLINDUNGAN KONSUMEN","33376","KEPALA UPT PENGAWASAN DAN PERLINDUNGAN KONSUMEN","III.b","298","SEKSI KELEMBAGAAN DAN PEMBERDAYAAN KONSUMEN","33379","KEPALA SEKSI KELEMBAGAAN DAN PEMBERDAYAAN KONSUMEN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"UPTD Tipe A","298","112","33379","IV.a","101508030000",41,"KEPALA SEKSI KELEMBAGAAN DAN PEMBERDAYAAN KONSUMEN","SEKSI KELEMBAGAAN DAN PEMBERDAYAAN KONSUMEN",133,"JL. R.A. KARTINI NO.18 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","1","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","34132","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","II.a","2","BIRO PEMERINTAHAN DAN OTONOMI DAERAH","34131","KEPALA BIRO PEMERINTAHAN DAN OTONOMI DAERAH","II.b","6","BAGIAN OTONOMI DAERAH","34126","KEPALA BAGIAN OTONOMI DAERAH","III.a","7","SUB BAGIAN ADMINISTRASI KEPALA DAERAH DAN DPRD","34125","KEPALA SUB BAGIAN ADMINISTRASI KEPALA DAERAH DAN DPRD","IV.a",,,,,,,,,,,,,,,,4,,"7","6","34125","IV.a","100101010201",41,"KEPALA SUB BAGIAN ADMINISTRASI KEPALA DAERAH DAN DPRD","SUB BAGIAN ADMINISTRASI KEPALA DAERAH DAN DPRD",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"12","DINAS KESEHATAN","34343","KEPALA DINAS KESEHATAN","II.a","967","UPT RUMAH SAKIT UMUM DAERAH UNDATA","34390","KEPALA UPT RUMAH SAKIT UMUM DAERAH UNDATA","II.b","975","BIDANG PENUNJANG MEDIK","34398","KEPALA BIDANG PENUNJANG MEDIK","III.a","977","SEKSI PENGENDALIAN MUTU PENUNJANG MEDIK",,,,,,,,,,,,,,,,,,,,,,,,3,,"977","975",,,"100309010302",,,"SEKSI PENGENDALIAN MUTU PENUNJANG MEDIK",,"JL. R.A. KARTINI, NO.11 PALU",,,,,,0,,,
"23","DINAS PEMBERDAYAAN MASYARAKAT DAN DESA","33330","KEPALA DINAS PEMBERDAYAAN MASYARAKAT DAN DESA","II.a","40","BIDANG PEMERINTAHAN DESA","33335","KEPALA BIDANG PEMERINTAHAN DESA","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"40","23","33335","III.a","101203000000",31,"KEPALA BIDANG PEMERINTAHAN DESA","BIDANG PEMERINTAHAN DESA",141,"JL. PROF. MOH. YAMIN NO.33 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","434","UPTD KESATUAN PENGELOLAAN TAMAN HUTAN RAYA SULAWESI TENGAH","33443","KEPALA UPTD KESATUAN PENGELOLAAN TAMAN HUTAN RAYA SULAWESI TENGAH","III.b","437","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","33445","KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"437","434","33445","IV.a","101919020000",41,"KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"5","BADAN KEPEGAWAIAN DAERAH","24454","KEPALA BADAN KEPEGAWAIAN DAERAH","II.a","11","SEKRETARIAT","33300","SEKRETARIS","III.a","17","SUB BAGIAN PROGRAM, KEUANGAN DAN ASET","33301","KEPALA SUB BAGIAN PROGRAM, KEUANGAN DAN ASET","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"17","11","33301","IV.a","103601010000",41,"KEPALA SUB BAGIAN PROGRAM, KEUANGAN DAN ASET","SUB BAGIAN PROGRAM, KEUANGAN DAN ASET",133,"JL. DR. SAM RATULANGI, NO. 63, PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","36","SMA NEGERI 1 TOILI BARAT KAB. BANGGAI","34178","KEPALA SMA NEGERI 1 TOILI BARAT KAB. BANGGAI",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","36","489","34178",,"102810100000",,"KEPALA SMA NEGERI 1 TOILI BARAT KAB. BANGGAI","SMA NEGERI 1 TOILI BARAT KAB. BANGGAI",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1056","SMK NEGERI 2 BANGGAI KAB. BANGGAI LAUT","34217","KEPALA SMK NEGERI 2 BANGGAI KAB. BANGGAI LAUT",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMK","1056","489","34217",,"102810480000",,"KEPALA SMK NEGERI 2 BANGGAI KAB. BANGGAI LAUT","SMK NEGERI 2 BANGGAI KAB. BANGGAI LAUT",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"31","DINAS KELAUTAN DAN PERIKANAN","34250","KEPALA DINAS KELAUTAN DAN PERIKANAN","II.a","803","UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH III","34298","KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH III","III.b","805","SEKSI KEPELABUHAN","34300","KEPALA SEKSI KEPELABUHAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"","805","803","34300","IV.a","102310200000",41,"KEPALA SEKSI KEPELABUHAN","SEKSI KEPELABUHAN",133,"JL. UNDATA NO.7 PALU",,,,,,1,,,
"36","DINAS ENERGI DAN SUMBER DAYA MINERAL","33744","KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL","II.a","641","BIDANG KETENAGALISTRIKAN","33925","KEPALA BIDANG KETENAGALISTRIKAN","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"641","36","33925","III.a","101705000000",31,"KEPALA BIDANG KETENAGALISTRIKAN","BIDANG KETENAGALISTRIKAN",141,"JL. SAM RATULANGI NO.25 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","365","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI","33513","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH I KOTA PALU DAN KAB. SIGI","III.b","367","SEKSI PEMBINAAN SMA","33515","KEPALA SEKSI PEMBINAAN SMA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"367","365","33515","IV.a","102806020000",41,"KEPALA SEKSI PEMBINAAN SMA","SEKSI PEMBINAAN SMA",133,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","467","UPTD KESATUAN PENGELOLAAN HUTAN TEPO ASA AROA","33427","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN TEPO ASA AROA","III.b","472","SUB BAGIAN TATA USAHA","33430","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"472","467","33430","IV.a","101915010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"18","DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ","33338","KEPALA DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ","II.a","82","BIDANG DATA DAN INFORMASI GENDER DAN ANAK","33343","KEPALA BIDANG DATA DAN INFORMASI GENDER DAN ANAK","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"82","18","33343","III.a","100903000000",31,"KEPALA BIDANG DATA DAN INFORMASI GENDER DAN ANAK","BIDANG DATA DAN INFORMASI GENDER DAN ANAK",141,"JL. MANGUNSARKORO NO. 31. PALU",,,,,,1,,,
"13","DINAS BINA MARGA DAN TATA RUANG","33455","KEPALA DINAS BINA MARGA DAN PENATAAN RUANG","II.a","390","BIDANG PENATAAN RUANG","33460","KEPALA BIDANG PENATAAN RUANG","III.a","392","SEKSI PENGENDALIAN PEMANFAATAN RUANG","33462","KEPALA SEKSI PENGENDALIAN PEMANFAATAN RUANG","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"392","390","33462","IV.a","100405020000",41,"KEPALA SEKSI PENGENDALIAN PEMANFAATAN RUANG","SEKSI PENGENDALIAN PEMANFAATAN RUANG",133,"JL. TOWUA, NO. 85 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","456","UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU","33431","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"","456","12","33431","III.a","101916000000",31,"KEPALA UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU","UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU",141,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","456","UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU","33431","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN BANAWA LALUNDU","III.a","459","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","33433","KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"459","456","33433","IV.a","101916020000",41,"KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"18","DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ","33338","KEPALA DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK ","II.a","85","UPT PERLINDUNGAN PEREMPUAN DAN ANAK","33346","KEPALA UPT PERLINDUNGAN PEREMPUAN DAN ANAK","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"UPTD Tipe A","85","18","33346","III.a","100906000000",31,"KEPALA UPT PERLINDUNGAN PEREMPUAN DAN ANAK","UPT PERLINDUNGAN PEREMPUAN DAN ANAK",141,"JL. MANGUNSARKORO NO. 31. PALU",,,,,,1,,,
"36","DINAS ENERGI DAN SUMBER DAYA MINERAL","33744","KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL","II.a","642","UPT PELAYANAN TEKNIS LABORATORIUM","33926","KEPALA UPT PELAYANAN TEKNIS LABORATORIUM","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"UPTD Tipe A","642","36","33926","III.b","101706000000",32,"KEPALA UPT PELAYANAN TEKNIS LABORATORIUM","UPT PELAYANAN TEKNIS LABORATORIUM",134,"JL. SAM RATULANGI NO.25 PALU",,,,,,1,,,
"31","DINAS KELAUTAN DAN PERIKANAN","34250","KEPALA DINAS KELAUTAN DAN PERIKANAN","II.a","811","UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH V","34306","KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH V","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"","811","31","34306","III.b","102312000000",32,"KEPALA UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH V","UPTD PELABUHAN PERIKANAN DAN KAWASAN KONSERVASI PESISIR DAN PULAU-PULAU KECIL WILAYAH V",134,"JL. UNDATA NO.7 PALU",,,,,,1,,,
"35","DINAS PERINDUSTRIAN DAN PERDAGANGAN","33359","KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN","II.a","89","SEKRETARIAT","33360","SEKRETARIS","III.a","92","SUB BAGIAN KEPEGAWAIAN DAN UMUM","33363","KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"92","89","33363","IV.a","101501030000",41,"KEPALA SUB BAGIAN KEPEGAWAIAN DAN UMUM","SUB BAGIAN KEPEGAWAIAN DAN UMUM",133,"JL. R.A. KARTINI NO.18 PALU",,,,,,1,,,
"36","DINAS ENERGI DAN SUMBER DAYA MINERAL","33744","KEPALA DINAS ENERGI DAN SUMBER DAYA MINERAL","II.a","642","UPT PELAYANAN TEKNIS LABORATORIUM","33926","KEPALA UPT PELAYANAN TEKNIS LABORATORIUM","III.b","643","SUB BAGIAN TATA USAHA","33927","KEPALA SUB BAGIAN TATA USAHA","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"643","642","33927","IV.a","101706010000",41,"KEPALA SUB BAGIAN TATA USAHA","SUB BAGIAN TATA USAHA",133,"JL. SAM RATULANGI NO.25 PALU",,,,,,1,,,
"49","SEKRETARIAT DAERAH","34461","SEKRETARIS DAERAH","I.b","1","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","34132","ASISTEN PEMERINTAHAN DAN KESEJAHTERAAN RAKYAT","II.a","2","BIRO PEMERINTAHAN DAN OTONOMI DAERAH","34131","KEPALA BIRO PEMERINTAHAN DAN OTONOMI DAERAH","II.b","6","BAGIAN OTONOMI DAERAH","34126","KEPALA BAGIAN OTONOMI DAERAH","III.a","44","SUB BAGIAN EVALUASI DAN PENYELENGGARAAN PEMERINTAHAN","34123","KEPALA SUB BAGIAN EVALUASI DAN PENYELENGGARAAN PEMERINTAHAN","IV.a",,,,,,,,,,,,,,,,4,,"44","6","34123","IV.a","100101010203",41,"KEPALA SUB BAGIAN EVALUASI DAN PENYELENGGARAAN PEMERINTAHAN","SUB BAGIAN EVALUASI DAN PENYELENGGARAAN PEMERINTAHAN",133,"JL. SAM RATULANGI NO.101 PALU",,,,,,1,,,
"26","DINAS KOMUNIKASI, INFORMATIKA, PERSANDIAN DAN STATISTIK","33973","KEPALA DINAS KOMUNIKASI, INFORMATIKA, PERSANDIAN DAN STATISTIK","II.a","277","BIDANG STATISTIK","33980","KEPALA BIDANG STATISTIK","III.a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"277","26","33980","III.a","102705000000",31,"KEPALA BIDANG STATISTIK","BIDANG STATISTIK",141,"JL. KARTINI NO. 106 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","484","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH III KAB. POSO DAN KAB. TOJO UNA-UNA","33704","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH III KAB. POSO DAN KAB. TOJO UNA-UNA","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Cabang","484","10","33704","III.b","102808000000",32,"KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH III KAB. POSO DAN KAB. TOJO UNA-UNA","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH III KAB. POSO DAN KAB. TOJO UNA-UNA",134,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","479","UPTD KESATUAN PENGELOLAAN HUTAN TOPEASA MAROSO","33419","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN TOPEASA MAROSO","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"","479","12","33419","III.b","101913000000",32,"KEPALA UPTD KESATUAN PENGELOLAAN HUTAN TOPEASA MAROSO","UPTD KESATUAN PENGELOLAAN HUTAN TOPEASA MAROSO",134,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","451","UPTD KESATUAN PENGELOLAAN HUTAN KULAWI","33435","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN KULAWI","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"","451","12","33435","III.b","101917000000",32,"KEPALA UPTD KESATUAN PENGELOLAAN HUTAN KULAWI","UPTD KESATUAN PENGELOLAAN HUTAN KULAWI",134,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"10","DINAS PENDIDIKAN","33499","KEPALA DINAS PENDIDIKAN","II.a","489","CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","33502","KEPALA CABANG DINAS PENDIDIKAN MENENGAH WILAYAH V KAB.BANGGAI, KAB. BANGGAI KEPULAUAN DAN KAB. BANGGAI LAUT","III.b","1079","SMA NEGERI 2 TINANGKUNG KAB. BANGGAI KEPULAUAN","34258","KEPALA SMA NEGERI 2 TINANGKUNG KAB. BANGGAI KEPULAUAN",,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SMA","1079","489","34258",,"102810710000",,"KEPALA SMA NEGERI 2 TINANGKUNG KAB. BANGGAI KEPULAUAN","SMA NEGERI 2 TINANGKUNG KAB. BANGGAI KEPULAUAN",,"JL. SETIA BUDI, NO.9 PALU",,,,,,1,,,
"35","DINAS PERINDUSTRIAN DAN PERDAGANGAN","33359","KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN","II.a","112","UPTD PENGAWASAN DAN PERLINDUNGAN KONSUMEN","33376","KEPALA UPT PENGAWASAN DAN PERLINDUNGAN KONSUMEN","III.b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"UPTD Tipe A","112","35","33376","III.b","101508000000",32,"KEPALA UPT PENGAWASAN DAN PERLINDUNGAN KONSUMEN","UPTD PENGAWASAN DAN PERLINDUNGAN KONSUMEN",134,"JL. R.A. KARTINI NO.18 PALU",,,,,,1,,,
"12","DINAS KEHUTANAN","33380","KEPALA DINAS KEHUTANAN","II.a","479","UPTD KESATUAN PENGELOLAAN HUTAN TOPEASA MAROSO","33419","KEPALA UPTD KESATUAN PENGELOLAAN HUTAN TOPEASA MAROSO","III.b","482","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","33421","KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,,"482","479","33421","IV.a","101913020000",41,"KEPALA SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN","SEKSI PERENCANAAN DAN PEMANFAATAN HUTAN",133,"JL. S. PARMAN NO. 9 PALU",,,,,,1,,,
"35","DINAS PERINDUSTRIAN DAN PERDAGANGAN","33359","KEPALA DINAS PERINDUSTRIAN DAN PERDAGANGAN","II.a","97","UPTD PENGUJIAN SERTIFIKASI MUTU BARANG","33368","KEPALA UPT PENGUJIAN SERTIFIKASI MUTU BARANG","III.b","102","SEKSI KALIBRASI","33370","KEPALA SEKSI KALIBRASI","IV.a",,,,,,,,,,,,,,,,,,,,,,,,,,2,"UPTD Tipe A","102","97","33370","IV.a","101506020000",41,"KEPALA SEKSI KALIBRASI","SEKSI KALIBRASI",133,"JL. R.A. KARTINI NO.18 PALU",,,,,,1,,,
